event_start_time,event_slug,event_title,poly_team1,poly_team2,team1_code,team2_code,elo_match_date,team1_elo_pre,team2_elo_pre,team1_goals,team2_goals,score_source,polymarket_team1_win_price,polymarket_draw_price,polymarket_team2_win_price,elo_team1_win_prob,elo_draw_prob,elo_team2_win_prob,elo_source
2026-06-27T00:00:00Z,fifwc-ury-esp-2026-06-26,Uruguay vs. Spain,Uruguay,Spain,UY,ES,2026-06-26 00:00:00+00:00,1851.0,2134.0,0,1,polymarket_event_score,0.15214681440443206,0.2672991689750692,0.5847229916897507,0.1272992861729732,0.22357925204384368,0.6491214617831831,2026_results.tsv
2026-06-27T03:00:00Z,fifwc-egy-irn-2026-06-26,Egypt vs. IR Iran,Egypt,IR Iran,EG,IR,2026-06-26 00:00:00+00:00,1740.0,1766.0,1,1,polymarket_event_score,0.37263888888888896,0.36369444444444454,0.26841666666666675,0.33337069183559825,0.27943638023694967,0.387192927927452,2026_results.tsv
2026-06-27T03:00:00Z,fifwc-nzl-bel-2026-06-26,New Zealand vs. Belgium,New Zealand,Belgium,NZ,BE,2026-06-26 00:00:00+00:00,1549.0,1869.0,1,5,polymarket_event_score,0.06530555555555535,0.1146805555555556,0.8219166666666666,0.10795332181646176,0.21090726557223363,0.6811394126113046,2026_results.tsv
2026-06-27T21:00:00Z,fifwc-pan-eng-2026-06-27,Panama vs. England,Panama,England,PA,EN,2026-06-27 00:00:00+00:00,1668.0,2028.0,0,2,polymarket_event_score,0.04500000000000007,0.1050000000000001,0.852888888888889,0.08980402817330913,0.19685722012634743,0.7133387517003433,2026_results.tsv
2026-06-27T21:00:00Z,fifwc-hrv-gha-2026-06-27,Croatia vs. Ghana,Croatia,Ghana,HR,GH,2026-06-27 00:00:00+00:00,1895.0,1584.0,2,1,polymarket_event_score,0.5325833333333334,0.30319444444444443,0.16874999999999998,0.6735451826226265,0.21402882382379537,0.11242599355357812,2026_results.tsv
2026-06-27T23:30:00Z,fifwc-col-prt-2026-06-27,Colombia vs. Portugal,Colombia,Portugal,CO,PT,2026-06-27 00:00:00+00:00,2006.0,1988.0,0,0,polymarket_event_score,0.2748614958448754,0.2426731301939059,0.48605263157894735,0.3787764448267579,0.2797296449124421,0.3414939102608001,2026_results.tsv
2026-06-27T23:30:00Z,fifwc-cdr-uzb-2026-06-27,DR Congo vs. Uzbekistan,DR Congo,Uzbekistan,CD,UZ,2026-06-27 00:00:00+00:00,1666.0,1677.0,3,1,polymarket_event_score,0.5707063711911358,0.24505540166204998,0.1816204986149585,0.34865491853615077,0.27989898709088357,0.3714460943729657,2026_results.tsv
2026-06-28T02:00:00Z,fifwc-jor-arg-2026-06-27,Jordan vs. Argentina,Jordan,Argentina,JO,AR,2026-06-27 00:00:00+00:00,1632.0,2144.0,1,3,polymarket_event_score,0.042938888888888874,0.09508333333333337,0.8640833333333333,0.04264441366210048,0.14478303560082215,0.8125725507370773,2026_results.tsv
2026-06-28T02:00:00Z,fifwc-alg-aut-2026-06-27,Algeria vs. Austria,Algeria,Austria,DZ,AT,2026-06-27 00:00:00+00:00,1780.0,1841.0,3,3,polymarket_event_score,0.2707222222222223,0.4656944444444444,0.2579444444444445,0.29870833049593065,0.2769190704520351,0.4243725990520342,2026_results.tsv
2026-06-28T19:00:00Z,fifwc-rsa-can-2026-06-28,South Africa vs. Canada,South Africa,Canada,ZA,CA,2026-06-28 00:00:00+00:00,1576.0,1748.0,0,1,polymarket_event_score,0.16266666666666676,0.2652777777777777,0.5638333333333334,0.2013065166567593,0.2568699875042794,0.5418234958389612,2026_results.tsv
2026-06-29T17:00:00Z,fifwc-bra-jpn-2026-06-29,Brazil vs. Japan,Brazil,Japan,BR,JP,2026-06-29 00:00:00+00:00,2009.0,1910.0,2,1,polymarket_event_score,0.5560803324099723,0.25970914127423816,0.1819252077562328,0.46500382201083473,0.2719957092601729,0.2630004687289924,2026_results.tsv
2026-06-29T20:30:00Z,fifwc-ger-par-2026-06-29,Germany vs. Paraguay,Germany,Paraguay,DE,PY,2026-06-29 00:00:00+00:00,1916.0,1814.0,1,1,polymarket_event_score,0.7272777777777777,0.18500000000000022,0.09072222222222223,0.46820699158570567,0.27151474850803253,0.26027825990626186,2026_results.tsv
2026-06-30T01:00:00Z,fifwc-nld-mar-2026-06-29,Netherlands vs. Morocco,Netherlands,Morocco,NL,MA,2026-06-29 00:00:00+00:00,1980.0,1877.0,1,1,polymarket_event_score,0.4059166666666668,0.31499999999999984,0.28300000000000003,0.46927427928450904,0.2713515345514816,0.2593741861640093,2026_results.tsv
